343580.7358,8117560.973,467.8004
343584.6842,8117563.89,468.029
343613.0506,8117537.517,468.5061
343609.7809,8117534.326,468.5232
343591.8296,8117535.254,467.3583
343570.3238,8117534.951,466.7569
343543.3267,8117533.081,465.6355
343538.7963,8117530.049,465.7117
343531.5356,8117536.315,465.0152
343526.1832,8117532.294,465.4252
343513.3498,8117543.955,464.0946
343511.3713,8117543.74,464.1063
343507.1405,8117542.167,464.0744
343494.5105,8117553.515,462.6961
343492.5127,8117552.548,462.6372
343482.3672,8117541.535,463.2315
343436.6113,8117485.269,465.2753
343393.5676,8117445.197,465.876
343379.3862,8117430.688,465.904
343364.2275,8117408.237,465.2613
343346.1494,8117382.653,463.3409
343330.6457,8117359.998,461.9596
343315.1488,8117338.583,460.968
343297.688,8117325.607,460.1426
343279.9796,8117315.371,459.4098
343254.4899,8117302.035,458.6081
343228.6105,8117290.36,458.6522
343209.0268,8117281.327,458.8741
343187.5164,8117273.888,459.0287
343175.7819,8117266.699,459.2686
343174.3234,8117265.063,459.2371
343184.8542,8117252.671,459.7352
343259.3387,8117182.029,457.4726
343323.5409,8117120.555,459.5298
343331.416,8117115.157,459.8997
343333.5105,8117116.413,460.2779
343341.1272,8117126.509,461.7284
343351.2175,8117136.041,463.0752
343366.9783,8117139.834,464.4579
343375.8313,8117142.491,465.3078
343380.7926,8117145.459,465.6415
343387.3264,8117138.752,465.2227
343478.6345,8117052.287,455.8024
343490.1044,8117041.926,454.9257
343492.8485,8117042.298,454.9387
343499.1238,8117046.005,454.9725
343520.6743,8117060.838,455.7515
343526.6216,8117067.446,456.0934
343533.1364,8117078.523,456.4093
343542.8133,8117143.153,459.691
343543.1357,8117160.064,460.2375
343532.851,8117188.59,461.6621
343529.7401,8117201.492,462.597
343532.4464,8117209.301,462.9089
343584.959,8117310.228,469.1944
343733.8769,8117601.684,474.8812
343737.3112,8117608.237,475.0366
343746.6843,8117626.345,475.5237
343746.533,8117629.195,475.5715
343735.1174,8117639.532,475.5345
343634.8201,8117734.852,472.4085
343617.8974,8117749.389,471.7632
343616.4684,8117748.282,471.7527
343612.4133,8117742.813,471.463
343606.1588,8117728.517,471.2683
343635.5545,8117784.665,472.6009
343626.0941,8117775.447,472.1181
343626.6582,8117774.06,472.0915
343629.2513,8117770.454,472.1719
343622.7686,8117765.951,471.8609
343623.5536,8117762.76,471.9267
343630.3825,8117751.255,472.2103
343645.6026,8117736.359,472.9562
343864.2606,8117532.833,476.1304
343884.641,8117513.256,475.8347
343886.0787,8117512.629,475.906
343896.1248,8117519.785,476.2517
343899.2337,8117515.873,476.2964
343900.873,8117514.748,476.4392
343916.0001,8117526.044,476.5655
344257.8011,8117785.318,496.2926
344268.9457,8117795.163,496.9721
344267.6425,8117796.145,496.9875
344255.3436,8117804.515,497.324
344226.3396,8117826.239,497.9078
344188.1952,8117849.838,497.079
344153.4465,8117876.321,494.0358
344061.718,8117956.231,492.1759
344028.6744,8117983.351,489.9816
343997.8211,8118011.977,488.8092
343982.2945,8118027.311,488.5382
343971.7977,8118028.019,487.9228
343967.3462,8118027.125,487.4698
343951.0026,8118014.64,486.1772
343871.1732,8117954.044,483.3655
343854.5711,8117941.746,482.7289
343843.7486,8117932.42,482.2121
343843.9768,8117923.121,482.0539
343845.8914,8117897.369,481.7935
343850.812,8117868.154,481.2095
343854.9782,8117860.971,480.8324
343868.0521,8117843.367,480.7256
343870.9716,8117839.398,480.8995
343848.8806,8117823.07,480.3499
343844.2899,8117826.179,480.3418
343817.7645,8117823.031,479.1796
343787.878,8117818.677,478.2681
343762.5417,8117816.516,477.54
343739.1351,8117816.032,476.8339
343719.0172,8117817.489,475.9352
343699.7709,8117822.21,475.121
343690.1535,8117823.699,474.7019
343688.819,8117824.524,474.7402
343676.2945,8117815.151,474.2631
343083.1965,8117948.885,466.941
343073.4373,8117941.146,466.1788
343063.8831,8117932.759,465.1575
343065.1299,8117931.677,465.0533
343072.7071,8117910.472,465.1601
343080.2913,8117890.141,464.8025
343084.5966,8117877.522,464.6003
343085.7206,8117858.342,463.7704
343081.9243,8117837.118,463.0115
343084.4205,8117829.533,462.9575
343093.3874,8117818.673,462.9211
343104.977,8117809.779,462.9878
343122.3864,8117795.613,463.0526
343136.2868,8117790.321,462.8755
343152.1166,8117784.802,462.6416
343156.2737,8117779.113,462.2348
343162.2729,8117766.512,462.1523
343169.6204,8117754.99,462.5146
343175.093,8117750.022,462.9025
343176.2411,8117749.322,462.9981
343178.2022,8117749.496,463.2599
343218.731,8117781.867,463.2783
343239.4947,8117799.568,462.4061
343238.9296,8117801.581,462.5652
343238.0982,8117817.615,463.4013
343237.4954,8117836.016,464.6068
343238.4207,8117856.102,465.9467
343235.9718,8117860.607,466.0626
343286.7905,8117901.82,467.1869
343291.6148,8117897.789,467.277
343301.7335,8117905.37,467.8331
343305.1052,8117901.15,467.7706
343311.9992,8117897.687,467.8228
343319.8459,8117887.805,467.9768
343334.1876,8117862.644,467.6384
343358.7315,8117821.685,466.6095
343378.8195,8117764.952,467.9333
343384.9346,8117742.517,468.2465
343393.9981,8117730.55,468.3257
343412.224,8117726.098,468.6697
343449.061,8117730.674,469.1219
343452.2139,8117730.732,468.9132
343462.4895,8117738.938,469.5101
343514.8251,8117781.23,471.1509
343519.1293,8117779.097,471.0863
343522.5929,8117779.733,470.929
343545.4517,8117798.012,471.1323
343621.0375,8117860.607,473.9522
343634.8157,8117872.353,474.493
343634.515,8117873.913,474.5685
343629.4698,8117879.859,474.7816
343609.3501,8117899.275,475.3506
343356.9584,8118136.262,474.3611
343340.6887,8118150.198,474.1953
343336.0744,8118155.367,474.2528
343334.1067,8118155.964,474.4204
343320.9833,8118144.868,473.9451
343358.6699,8118175.431,474.471
343346.2824,8118167.944,474.2512
343341.2431,8118164.131,474.1655
343340.4224,8118162.935,474.4004
343341.5066,8118160.694,474.3784
343353.6413,8118149.336,474.4681
343628.574,8117891.422,474.7673
343646.3669,8117875.586,474.5787
343647.7294,8117876.096,474.5633
343653.0566,8117879.715,474.5152
343669.9998,8117894.781,474.7615
343679.3331,8117902.2,474.9574
343681.736,8117899.678,474.5076
343683.1239,8117898.389,474.9576
343699.6492,8117882.601,475.913
343711.5033,8117871.749,476.4255
343713.3651,8117872.541,476.5265
343719.0731,8117876.694,476.8203
343755.4903,8117900.458,478.7293
343879.6822,8117993.823,483.6129
343891.1068,8118002.588,483.8797
343897.3884,8118007.945,483.8289
343897.6554,8118009.354,483.7532
343901.0732,8118024.09,483.448
343904.3411,8118057.34,483.8487
343906.8857,8118074.535,484.6674
343909.9826,8118091.381,485.2674
343910.3016,8118093.433,485.3776
343908.9125,8118094.891,485.3767
343893.2728,8118110.144,485.4538
343651.8874,8118336.275,480.9055
343638.9959,8118348.272,480.2359
343633.7045,8118352.759,480.3211
343632.6914,8118351.861,480.159
343631.1329,8118351.162,480.0542
343624.8336,8118346.767,479.9089
343614.9509,8118339.835,479.5773
342839.5707,8118229.619,464.8026
342827.365,8118218.648,464.8211
342827.9412,8118217.466,464.7479
342831.2106,8118210.743,464.8184
342835.0827,8118203.75,464.8941
342855.7417,8118177.07,465.3802
342868.1399,8118158.326,464.7589
342875.8329,8118147.477,464.4148
342880.9254,8118142.211,465.2517
342889.8186,8118132.395,466.2389
342893.1541,8118116.878,466.5004
342896.1364,8118110.566,466.5844
342905.1909,8118099.162,467.0524
342919.7103,8118074.67,467.6595
342925.0424,8118061.119,467.8861
342930.055,8118039.462,468.0363
342937.7704,8118016.692,467.7382
342945.2723,8118004.793,467.5011
342950.2297,8117999.846,467.3765
342968.8471,8117987.031,466.5229
342989.9526,8117977.133,465.231
343012.9092,8117969.199,464.7317
343023.2703,8117968.993,465.2236
343030.0252,8117964.519,464.863
343038.4992,8117964.032,465.5018
343045.2322,8117959.646,465.457
343049.6591,8117956.495,465.6987
343055.6413,8117951.052,465.8056
343060.0997,8117944.482,465.5123
343062.3002,8117943.629,465.7029
343078.0246,8117957.031,466.9208
367777.2467,8127137.768,9.1319
343312.5917,8118150.705,473.9308
343325.9249,8118161.553,474.1687
343327.0881,8118163.596,474.2266
343326.3099,8118164.624,474.3165
343324.6177,8118170.953,474.1888
343317.2427,8118192.974,473.9822
343221.6129,8118486.216,471.715
343212.5376,8118513.662,471.4688
343209.704,8118520.837,471.3836
343204.5019,8118526.022,471.4054
343202.3365,8118526.935,471.1086
343189.4324,8118517.851,470.9723
343231.374,8118554.162,471.1853
343213.4365,8118539.175,471.0088
343212.6097,8118538.575,471.2121
343212.8798,8118536.525,471.1679
343217.736,8118521.364,471.4528
343326.7534,8118189.262,474.0179
343331.0486,8118176.749,474.3559
343333.32,8118173.299,474.2366
343335.491,8118173.649,474.3332
343342.1106,8118175.297,474.2966
343347.7899,8118180.155,474.4857
343573.1592,8118324.858,478.4669
343603.1966,8118343.162,479.2551
343608.9757,8118348.328,479.3556
343614.6457,8118351.898,479.5388
343616.0317,8118353.927,479.5119
343613.1416,8118366.272,479.2133
343488.4425,8118746.913,471.7657
343483.5057,8118756.896,471.7092
343482.2786,8118756.899,471.6344
343480.0323,8118756.07,471.6258
343470.1362,8118748.075,471.6206
342960.7109,8119410.627,459.6176
342957.8879,8119418.353,459.4966
342954.4211,8119427.182,459.4096
342952.7821,8119427.823,459.2597
342951.1703,8119427.25,459.5232
342951.3495,8119424.938,459.1104
342956.4237,8119409.099,459.5619
342952.6991,8119407.948,459.7771
342951.1096,8119406.397,459.3013
342950.6319,8119404.99,459.3351
342951.7023,8119400.379,459.4592
342947.5846,8119396.675,459.4967
342942.212,8119388.691,459.3011
342941.8989,8119387.174,459.296
342951.5263,8119358.713,460.1629
342947.1458,8119358.926,460.2911
342944.9664,8119358.672,460.1287
342940.0887,8119358.742,459.7957
342937.8679,8119357.228,459.9257
342939.8019,8119352.438,459.9966
342934.9346,8119350.444,460.0565
342928.2517,8119349.178,459.7497
342908.9368,8119341.381,459.544
342883.5634,8119330.704,459.3601
342876.8328,8119325.54,459.1875
342871.2245,8119320.802,459.1422
342782.1535,8119237.88,459.4742
342689.3413,8119139.429,459.3922
342684.7458,8119133.717,459.3972
342679.4307,8119125.233,459.3779
342670.5633,8119106.913,459.276
342667.1771,8119094.414,459.405
342666.0361,8119079.318,459.5095
342644.7159,8118946.069,459.7452
342643.3398,8118932.921,459.857
342642.4616,8118927.89,459.8114
342649.2921,8118905.76,460.2888
342645.8048,8118903.789,460.5654
342644.4786,8118901.795,460.3504
342647.1866,8118890.929,460.5597
342660.6842,8118851.496,461.1016
342663.2425,8118845.45,461.2455
342665.291,8118845.387,461.3437
342673.8312,8118841.002,461.5108
342681.2798,8118842.962,461.7924
342713.177,8118855.493,462.7204
342720.4706,8118857.443,463.0361
342727.9483,8118855.495,463.1192
342735.2552,8118851.906,463.2343
342769.9496,8118840.122,463.7858
342777.4157,8118838.722,463.9748
342784.7316,8118839.601,464.1616
342792.1137,8118843.059,464.2847
343083.3928,8119008.408,466.4418
343094.7906,8119014.256,466.5226
343095.5473,8119015.249,466.4645
343093.2358,8119022.735,466.1413
343158.2611,8119714.987,461.2999
343153.8806,8119725.388,461.3643
343151.8196,8119727.106,462.8516
343150.3409,8119726.814,461.2013
343140.3862,8119719.085,460.9265
342961.5923,8119572.197,459.1469
342955.3136,8119568.271,458.9624
342949.6159,8119563.412,458.8059
342944.3635,8119557.712,458.9481
342939.2872,8119550.404,458.7978
342935.3098,8119540.397,458.6987
342934.2998,8119537.428,458.6451
342939.6268,8119522.489,458.8382
342935.8301,8119520.525,458.8839
342933.8316,8119518.736,458.6147
342934.5338,8119515.707,458.6972
342945.3535,8119484.68,458.9443
342950.7062,8119468.459,459.0925
342946.2622,8119466.399,458.9561
342944.9151,8119464.833,458.7133
342950.345,8119446.926,458.9312
343095.8528,8119023.216,466.1878
343098.9578,8119017.452,466.5172
343100.6839,8119018.096,466.5305
343104.2253,8119019.734,466.51
343335.7448,8119152.79,466.5563
343341.5241,8119156.211,466.5978
343347.1554,8119159.78,466.6568
343347.8258,8119162.355,466.5892
343342.5087,8119177.248,466.1358
343160.4103,8118517.105,470.5414
343162.5799,8118513.287,470.746
343164.1791,8118513.63,470.8664
343170.8095,8118515.613,471.0415
343403.1107,8118704.802,471.8744
343407.9721,8118709.772,471.8726
343409.991,8118711.014,471.8132
343410.6587,8118713.24,471.6886
343406.4269,8118724.525,471.4485
343410.8606,8118726.123,471.6356
343419.3155,8118725.896,471.5797
343423.9231,8118725.875,471.4255
343425.5402,8118723.824,471.7578
343427.1074,8118724.668,471.758
343431.29,8118728.121,471.7307
343468.1747,8118758.401,471.5963
343473.0422,8118762.753,471.5433
343473.7878,8118764.842,471.4479
343472.465,8118771.131,471.2621
343357.2523,8119125.178,466.8891
343354.0672,8119129.877,466.7192
343352.1785,8119129.559,466.6632
343346.9056,8119127.579,466.5044
343036.8152,8118948.048,466.2741
343025.8004,8118941.643,466.1785
343023.3409,8118940.161,466.0852
343024.5498,8118935.422,466.2713
342739.2781,8118621.569,456.3406
342740.7328,8118618.512,456.3177
342749.506,8118617.228,456.4712
342765.0894,8118613.484,456.686
342779.3297,8118612.831,457.1111
342789.4371,8118613.997,457.4359
342810.9327,8118611.972,458.1459
342826.399,8118611.215,459.0039
342841.5003,8118609.205,459.6185
342849.7721,8118604.822,459.6801
342854.5732,8118602.694,459.8862
342864.812,8118601.817,460.3543
342894.3856,8118602.588,461.5424
342900.3948,8118602.982,461.8224
342907.5671,8118605.803,462.4126
342912.5342,8118606.243,462.9684
342915.1996,8118595.785,462.8546
342918.5437,8118586.208,463.07
342908.6407,8118582.726,462.5198
342902.7862,8118582.355,462.21
342884.768,8118582.939,461.1241
342871.0005,8118583.954,460.3123
342857.7876,8118582.245,459.8544
342850.2382,8118580.455,459.6845
342843.3325,8118578.227,459.529
342837.4134,8118575.156,459.2913
342832.0847,8118571.61,458.9807
342830.2379,8118570.831,458.7286
342829.9245,8118569.068,458.952
342831.0151,8118564.142,459.3427
342909.7797,8118322.168,464.5965
342912.3742,8118314.156,464.7929
342914.2225,8118310.803,465.0749
342915.2707,8118310.634,465.0783
342918.1115,8118310.951,465.1408
342921.9212,8118314.888,465.1663
343142.2234,8118491.508,470.543
343144.4941,8118493.477,470.6341
343141.6128,8118502.423,470.1978
343145.129,8118504.932,470.5089
343151.1974,8118508.937,470.5274
343155.8155,8118510.58,470.6631
343158.1917,8118506.647,470.6839
343161.2426,8118508.629,470.8172
343158.1525,8118517.447,470.6133
343024.5872,8118929.647,467.0488
343021.3772,8118938.321,466.1485
343018.3751,8118938.048,467.5789
342876.5556,8118856.321,465.279
342857.4443,8118846.379,465.0194
342838.8515,8118840.401,464.9865
342824.9809,8118836.408,464.7257
342809.9304,8118834.31,464.8335
342804.6622,8118832.817,464.7241
342802.0714,8118832.072,464.2464
342802.4922,8118828.232,464.1719
342819.2257,8118778.911,464.3608
342816.3942,8118773.654,464.4389
342811.4201,8118770.166,464.3179
342802.7879,8118766.606,463.8301
342777.1476,8118755.244,463.1785
342737.4267,8118743.202,462.2654
342705.39,8118733.299,461.6746
342703.2034,8118731.315,461.5668
342704.4798,8118725.416,460.7217
321578.6616,8117694.618,582.562
