E10033,343259.3387,8117182.0289,457.4726
E10032,343323.5409,8117120.5552,459.5298
E10031,343331.4160,8117115.1571,459.8997
E10030,343333.5105,8117116.4132,460.2779
E10029,343341.1272,8117126.5090,461.7284
E10028,343351.2175,8117136.0407,463.0752
E10027,343366.9783,8117139.8343,464.4579
E10026,343375.8313,8117142.4905,465.3078
E10025,343380.7926,8117145.4590,465.6415
E10024,343387.3264,8117138.7519,465.2227
E10023,343478.6345,8117052.2874,455.8024
E10022,343490.1044,8117041.9256,454.9257
E10021,343492.8485,8117042.2982,454.9387
E10020,343499.1238,8117046.0046,454.9725
E10019,343520.6743,8117060.8380,455.7515
E10018,343526.6216,8117067.4455,456.0934
E10017,343533.1364,8117078.5234,456.4093
E10016,343542.8133,8117143.1532,459.6910
E10015,343543.1357,8117160.0641,460.2375
E10014,343532.8510,8117188.5896,461.6621
E10013,343529.7401,8117201.4916,462.5970
E10012,343532.4464,8117209.3007,462.9089
E10011,343584.9590,8117310.2275,469.1944
E10010,343733.8769,8117601.6839,474.8812
E10009,343737.3112,8117608.2373,475.0366
E10008,343746.6843,8117626.3449,475.5237
E10007,343746.5330,8117629.1950,475.5715
E10006,343735.1174,8117639.5322,475.5345
E10005,343634.8201,8117734.8519,472.4085
E10004,343617.8974,8117749.3893,471.7632
E10003,343616.4684,8117748.2824,471.7527
E10002,343612.4133,8117742.8134,471.4630
E10001,343606.1588,8117728.5170,471.2683
E09049,343635.5545,8117784.6652,472.6009
E09048,343626.0941,8117775.4468,472.1181
E09047,343626.6582,8117774.0601,472.0915
E09046,343629.2513,8117770.4543,472.1719
E09045,343622.7686,8117765.9508,471.8609
E09044,343623.5536,8117762.7601,471.9267
E09043,343630.3825,8117751.2550,472.2103
E09042,343645.6026,8117736.3593,472.9562
E09041,343864.2606,8117532.8326,476.1304
E09040,343884.6410,8117513.2557,475.8347
E09039,343886.0787,8117512.6291,475.9060
E09038,343896.1248,8117519.7845,476.2517
E09037,343899.2337,8117515.8730,476.2964
E09036,343900.8730,8117514.7477,476.4392
E09035,343916.0001,8117526.0435,476.5655
E09034,344257.8011,8117785.3177,496.2926
E09033,344268.9457,8117795.1628,496.9721
E09032,344267.6425,8117796.1445,496.9875
E09031,344255.3436,8117804.5150,497.3240
E09030,344226.3396,8117826.2390,497.9078
E09029,344188.1952,8117849.8384,497.0790
E09028,344153.4465,8117876.3214,494.0358
E09027,344061.7180,8117956.2308,492.1759
E09026,344028.6744,8117983.3514,489.9816
E09025,343997.8211,8118011.9767,488.8092
E09024,343982.2945,8118027.3111,488.5382
E09023,343971.7977,8118028.0186,487.9228
E09022,343967.3462,8118027.1254,487.4698
E09021,343951.0026,8118014.6397,486.1772
E09020,343871.1732,8117954.0439,483.3655
E09019,343854.5711,8117941.7459,482.7289
E09018,343843.7486,8117932.4201,482.2121
E09017,343843.9768,8117923.1206,482.0539
E09016,343845.8914,8117897.3690,481.7935
E09015,343850.8120,8117868.1538,481.2095
E09014,343854.9782,8117860.9709,480.8324
E09013,343868.0521,8117843.3673,480.7256
E09012,343870.9716,8117839.3977,480.8995
E09011,343848.8806,8117823.0704,480.3499
E09010,343844.2899,8117826.1790,480.3418
E09009,343817.7645,8117823.0305,479.1796
E09008,343787.8780,8117818.6768,478.2681
E09007,343762.5417,8117816.5163,477.5400
E09006,343739.1351,8117816.0317,476.8339
E09005,343719.0172,8117817.4891,475.9352
E09004,343699.7709,8117822.2096,475.1210
E09003,343690.1535,8117823.6991,474.7019
E09002,343688.8190,8117824.5241,474.7402
E09001,343676.2945,8117815.1508,474.2631
E08057,343083.1965,8117948.8846,466.9410
E08056,343073.4373,8117941.1455,466.1788
E08055,343063.8831,8117932.7593,465.1575
E08054,343065.1299,8117931.6774,465.0533
E08053,343072.7071,8117910.4717,465.1601
E08052,343080.2913,8117890.1411,464.8025
E08051,343084.5966,8117877.5221,464.6003
E08050,343085.7206,8117858.3421,463.7704
E08049,343081.9243,8117837.1175,463.0115
E08048,343084.4205,8117829.5331,462.9575
E08047,343093.3874,8117818.6726,462.9211
E08046,343104.9770,8117809.7794,462.9878
E08045,343122.3864,8117795.6133,463.0526
E08044,343136.2868,8117790.3210,462.8755
E08043,343152.1166,8117784.8017,462.6416
E08042,343156.2737,8117779.1130,462.2348
E08041,343162.2729,8117766.5120,462.1523
E08040,343169.6204,8117754.9904,462.5146
E08039,343175.0930,8117750.0217,462.9025
E08038,343176.2411,8117749.3220,462.9981
E08037,343178.2022,8117749.4958,463.2599
E08036,343218.7310,8117781.8668,463.2783
E08035,343239.4947,8117799.5684,462.4061
E08034,343238.9296,8117801.5812,462.5652
E08033,343238.0982,8117817.6151,463.4013
E08032,343237.4954,8117836.0159,464.6068
E08031,343238.4207,8117856.1015,465.9467
E08030,343235.9718,8117860.6073,466.0626
E08029,343286.7905,8117901.8204,467.1869
E08028,343291.6148,8117897.7891,467.2770
E08027,343301.7335,8117905.3698,467.8331
E08026,343305.1052,8117901.1501,467.7706
E08025,343311.9992,8117897.6871,467.8228
E08024,343319.8459,8117887.8047,467.9768
E08023,343334.1876,8117862.6441,467.6384
E08022,343358.7315,8117821.6847,466.6095
E08021,343378.8195,8117764.9517,467.9333
E08020,343384.9346,8117742.5171,468.2465
E08019,343393.9981,8117730.5499,468.3257
E08018,343412.2240,8117726.0977,468.6697
E08017,343449.0610,8117730.6738,469.1219
E08016,343452.2139,8117730.7317,468.9132
E08015,343462.4895,8117738.9377,469.5101
E08014,343514.8251,8117781.2296,471.1509
E08013,343519.1293,8117779.0970,471.0863
E08012,343522.5929,8117779.7331,470.9290
E08011,343545.4517,8117798.0116,471.1323
E08010,343621.0375,8117860.6074,473.9522
E08009,343634.8157,8117872.3533,474.4930
E08008,343634.5150,8117873.9133,474.5685
E08007,343629.4698,8117879.8585,474.7816
E08006,343609.3501,8117899.2751,475.3506
E08005,343356.9584,8118136.2620,474.3611
E08004,343340.6887,8118150.1983,474.1953
E08003,343336.0744,8118155.3669,474.2528
E08002,343334.1067,8118155.9643,474.4204
E08001,343320.9833,8118144.8675,473.9451
E07037,343358.6699,8118175.4306,474.4710
E07036,343346.2824,8118167.9436,474.2512
E07035,343341.2431,8118164.1305,474.1655
E07034,343340.4224,8118162.9354,474.4004
E07033,343341.5066,8118160.6938,474.3784
E07032,343353.6413,8118149.3360,474.4681
E07031,343628.5740,8117891.4215,474.7673
E07030,343646.3669,8117875.5857,474.5787
E07029,343647.7294,8117876.0961,474.5633
E07028,343653.0566,8117879.7150,474.5152
E07027,343669.9998,8117894.7814,474.7615
E07026,343679.3331,8117902.2000,474.9574
E07025,343681.7360,8117899.6784,474.5076
E07024,343683.1239,8117898.3894,474.9576
E07023,343699.6492,8117882.6005,475.9130
E07022,343711.5033,8117871.7486,476.4255
E07021,343713.3651,8117872.5411,476.5265
E07020,343719.0731,8117876.6937,476.8203
E07019,343755.4903,8117900.4583,478.7293
E07018,343879.6822,8117993.8227,483.6129
E07017,343891.1068,8118002.5882,483.8797
E07016,343897.3884,8118007.9450,483.8289
E07015,343897.6554,8118009.3541,483.7532
E07014,343901.0732,8118024.0904,483.4480
E07013,343904.3411,8118057.3397,483.8487
E07012,343906.8857,8118074.5351,484.6674
E07011,343909.9826,8118091.3808,485.2674
E07010,343910.3016,8118093.4327,485.3776
E07009,343908.9125,8118094.8906,485.3767
E07008,343893.2728,8118110.1437,485.4538
E07007,343651.8874,8118336.2752,480.9055
E07006,343638.9959,8118348.2721,480.2359
E07005,343633.7045,8118352.7592,480.3211
E07004,343632.6914,8118351.8605,480.1590
E07003,343631.1329,8118351.1616,480.0542
E07002,343624.8336,8118346.7672,479.9089
E07001,343614.9509,8118339.8354,479.5773
E06043,342839.5707,8118229.6192,464.8026
E06042,342827.3650,8118218.6481,464.8211
E06041,342827.9412,8118217.4655,464.7479
E06040,342831.2106,8118210.7427,464.8184
E06039,342835.0827,8118203.7498,464.8941
E06038,342855.7417,8118177.0700,465.3802
E06037,342868.1399,8118158.3258,464.7589
E06036,342875.8329,8118147.4772,464.4148
E06035,342880.9254,8118142.2106,465.2517
E06034,342889.8186,8118132.3948,466.2389
E06033,342893.1541,8118116.8778,466.5004
E06032,342896.1364,8118110.5659,466.5844
E06031,342905.1909,8118099.1624,467.0524
E06030,342919.7103,8118074.6699,467.6595
E06029,342925.0424,8118061.1193,467.8861
E06028,342930.0550,8118039.4623,468.0363
E06027,342937.7704,8118016.6924,467.7382
E06026,342945.2723,8118004.7927,467.5011
E06025,342950.2297,8117999.8457,467.3765
E06024,342968.8471,8117987.0312,466.5229
E06023,342989.9526,8117977.1333,465.2310
E06022,343012.9092,8117969.1986,464.7317
E06021,343023.2703,8117968.9928,465.2236
E06020,343030.0252,8117964.5190,464.8630
E06019,343038.4992,8117964.0321,465.5018
E06018,343045.2322,8117959.6456,465.4570
E06017,343049.6591,8117956.4954,465.6987
E06016,343055.6413,8117951.0518,465.8056
E06015,343060.0997,8117944.4819,465.5123
E06014,343062.3002,8117943.6289,465.7029
E06013,343078.0246,8117957.0308,466.9208
RTCM-Ref 4053,367777.2467,8127137.7682,9.1319
E06012,343312.5917,8118150.7049,473.9308
E06011,343325.9249,8118161.5529,474.1687
E06010,343327.0881,8118163.5958,474.2266
E06009,343326.3099,8118164.6242,474.3165
E06008,343324.6177,8118170.9525,474.1888
E06007,343317.2427,8118192.9735,473.9822
E06006,343221.6129,8118486.2164,471.7150
E06005,343212.5376,8118513.6623,471.4688
E06004,343209.7040,8118520.8371,471.3836
E06003,343204.5019,8118526.0217,471.4054
E06002,343202.3365,8118526.9353,471.1086
E06001,343189.4324,8118517.8508,470.9723
E05022,343231.3740,8118554.1617,471.1853
E05021,343213.4365,8118539.1754,471.0088
E05020,343212.6097,8118538.5753,471.2121
E05019,343212.8798,8118536.5249,471.1679
E05018,343217.7360,8118521.3637,471.4528
E05017,343326.7534,8118189.2619,474.0179
E05016,343331.0486,8118176.7486,474.3559
E05015,343333.3200,8118173.2988,474.2366
E05014,343335.4910,8118173.6487,474.3332
E05013,343342.1106,8118175.2974,474.2966
E05012,343347.7899,8118180.1548,474.4857
E05011,343573.1592,8118324.8578,478.4669
E05010,343603.1966,8118343.1621,479.2551
E05009,343608.9757,8118348.3275,479.3556
E05008,343614.6457,8118351.8975,479.5388
E05007,343616.0317,8118353.9267,479.5119
E05006,343613.1416,8118366.2719,479.2133
E05005,343488.4425,8118746.9134,471.7657
E05004,343483.5057,8118756.8964,471.7092
E05003,343482.2786,8118756.8985,471.6344
E05002,343480.0323,8118756.0701,471.6258
E05001,343470.1362,8118748.0750,471.6206
E02057,342960.7109,8119410.6267,459.6176
E02056,342957.8879,8119418.3530,459.4966
E02055,342954.4211,8119427.1820,459.4096
E02054,342952.7821,8119427.8229,459.2597
E02053,342951.1703,8119427.2499,459.5232
E02052,342951.3495,8119424.9384,459.1104
E02051,342956.4237,8119409.0990,459.5619
E02050,342952.6991,8119407.9480,459.7771
E02049,342951.1096,8119406.3974,459.3013
E02048,342950.6319,8119404.9902,459.3351
E02047,342951.7023,8119400.3787,459.4592
E02046,342947.5846,8119396.6753,459.4967
E02045,342942.2120,8119388.6905,459.3011
E02044,342941.8989,8119387.1736,459.2960
E02043,342951.5263,8119358.7129,460.1629
E02042,342947.1458,8119358.9259,460.2911
E02041,342944.9664,8119358.6715,460.1287
E02040,342940.0887,8119358.7417,459.7957
E02039,342937.8679,8119357.2278,459.9257
E02038,342939.8019,8119352.4381,459.9966
E02037,342934.9346,8119350.4435,460.0565
E02036,342928.2517,8119349.1783,459.7497
E02035,342908.9368,8119341.3811,459.5440
E02034,342883.5634,8119330.7038,459.3601
E02033,342876.8328,8119325.5401,459.1875
E02032,342871.2245,8119320.8023,459.1422
E02031,342782.1535,8119237.8796,459.4742
E02030,342689.3413,8119139.4289,459.3922
E02029,342684.7458,8119133.7168,459.3972
E02028,342679.4307,8119125.2328,459.3779
E02027,342670.5633,8119106.9132,459.2760
E02026,342667.1771,8119094.4138,459.4050
E02025,342666.0361,8119079.3182,459.5095
E02024,342644.7159,8118946.0691,459.7452
E02023,342643.3398,8118932.9208,459.8570
E02022,342642.4616,8118927.8900,459.8114
E02021,342649.2921,8118905.7598,460.2888
E02020,342645.8048,8118903.7888,460.5654
E02019,342644.4786,8118901.7951,460.3504
E02018,342647.1866,8118890.9285,460.5597
E02017,342660.6842,8118851.4956,461.1016
E02016,342663.2425,8118845.4495,461.2455
E02015,342665.2910,8118845.3867,461.3437
E02014,342673.8312,8118841.0019,461.5108
E02013,342681.2798,8118842.9617,461.7924
E02012,342713.1770,8118855.4926,462.7204
E02011,342720.4706,8118857.4434,463.0361
E02010,342727.9483,8118855.4951,463.1192
E02009,342735.2552,8118851.9056,463.2343
E02008,342769.9496,8118840.1217,463.7858
E02007,342777.4157,8118838.7219,463.9748
E02006,342784.7316,8118839.6012,464.1616
E02005,342792.1137,8118843.0587,464.2847
E02004,343083.3928,8119008.4077,466.4418
E02003,343094.7906,8119014.2562,466.5226
E02002,343095.5473,8119015.2486,466.4645
E02001,343093.2358,8119022.7353,466.1413
E01030,343158.2611,8119714.9874,461.2999
E01029,343153.8806,8119725.3882,461.3643
E01028,343151.8196,8119727.1059,462.8516
E01027,343150.3409,8119726.8139,461.2013
E01026,343140.3862,8119719.0851,460.9265
E01025,342961.5923,8119572.1969,459.1469
E01024,342955.3136,8119568.2708,458.9624
E01023,342949.6159,8119563.4121,458.8059
E01022,342944.3635,8119557.7124,458.9481
E01021,342939.2872,8119550.4035,458.7978
E01020,342935.3098,8119540.3971,458.6987
E01019,342934.2998,8119537.4276,458.6451
E01018,342939.6268,8119522.4885,458.8382
E01017,342935.8301,8119520.5246,458.8839
E01016,342933.8316,8119518.7364,458.6147
E01015,342934.5338,8119515.7068,458.6972
E01014,342945.3535,8119484.6799,458.9443
E01013,342950.7062,8119468.4588,459.0925
E01012,342946.2622,8119466.3986,458.9561
E01011,342944.9151,8119464.8331,458.7133
E01010,342950.3450,8119446.9259,458.9312
E01009,343095.8528,8119023.2156,466.1878
E01008,343098.9578,8119017.4521,466.5172
E01007,343100.6839,8119018.0958,466.5305
E01006,343104.2253,8119019.7337,466.5100
E01005,343335.7448,8119152.7900,466.5563
E01004,343341.5241,8119156.2111,466.5978
E01003,343347.1554,8119159.7804,466.6568
E01002,343347.8258,8119162.3548,466.5892
E01001,343342.5087,8119177.2482,466.1358
E03027,343160.4103,8118517.1049,470.5414
E03026,343162.5799,8118513.2872,470.7460
E03025,343164.1791,8118513.6304,470.8664
E03024,343170.8095,8118515.6130,471.0415
E03023,343403.1107,8118704.8017,471.8744
E03022,343407.9721,8118709.7716,471.8726
E03021,343409.9910,8118711.0137,471.8132
E03020,343410.6587,8118713.2398,471.6886
E03019,343406.4269,8118724.5250,471.4485
E03018,343410.8606,8118726.1226,471.6356
E03017,343419.3155,8118725.8962,471.5797
E03016,343423.9231,8118725.8752,471.4255
E03015,343425.5402,8118723.8238,471.7578
E03014,343427.1074,8118724.6682,471.7580
E03013,343431.2900,8118728.1212,471.7307
E03012,343468.1747,8118758.4014,471.5963
E03011,343473.0422,8118762.7534,471.5433
E03010,343473.7878,8118764.8420,471.4479
E03009,343472.4650,8118771.1305,471.2621
E03008,343357.2523,8119125.1778,466.8891
E03007,343354.0672,8119129.8770,466.7192
E03006,343352.1785,8119129.5591,466.6632
E03005,343346.9056,8119127.5789,466.5044
E03004,343036.8152,8118948.0476,466.2741
E03003,343025.8004,8118941.6434,466.1785
E03002,343023.3409,8118940.1614,466.0852
E03001,343024.5498,8118935.4223,466.2713
E04065,342739.2781,8118621.5686,456.3406
E04064,342740.7328,8118618.5123,456.3177
E04063,342749.5060,8118617.2276,456.4712
E04062,342765.0894,8118613.4841,456.6860
E04061,342779.3297,8118612.8312,457.1111
E04060,342789.4371,8118613.9967,457.4359
E04059,342810.9327,8118611.9723,458.1459
E04058,342826.3990,8118611.2154,459.0039
E04057,342841.5003,8118609.2045,459.6185
E04056,342849.7721,8118604.8222,459.6801
E04055,342854.5732,8118602.6935,459.8862
E04054,342864.8120,8118601.8170,460.3543
E04053,342894.3856,8118602.5882,461.5424
E04052,342900.3948,8118602.9816,461.8224
E04051,342907.5671,8118605.8026,462.4126
E04050,342912.5342,8118606.2428,462.9684
E04049,342915.1996,8118595.7854,462.8546
E04048,342918.5437,8118586.2080,463.0700
E04047,342908.6407,8118582.7264,462.5198
E04046,342902.7862,8118582.3553,462.2100
E04045,342884.7680,8118582.9385,461.1241
E04044,342871.0005,8118583.9544,460.3123
E04043,342857.7876,8118582.2452,459.8544
E04042,342850.2382,8118580.4547,459.6845
E04041,342843.3325,8118578.2274,459.5290
E04040,342837.4134,8118575.1561,459.2913
E04039,342832.0847,8118571.6101,458.9807
E04038,342830.2379,8118570.8308,458.7286
E04037,342829.9245,8118569.0675,458.9520
E04036,342831.0151,8118564.1420,459.3427
E04035,342909.7797,8118322.1684,464.5965
E04034,342912.3742,8118314.1558,464.7929
E04033,342914.2225,8118310.8025,465.0749
E04032,342915.2707,8118310.6341,465.0783
E04031,342918.1115,8118310.9511,465.1408
E04030,342921.9212,8118314.8883,465.1663
E04029,343142.2234,8118491.5075,470.5430
E04028,343144.4941,8118493.4766,470.6341
E04027,343141.6128,8118502.4228,470.1978
E04026,343145.1290,8118504.9317,470.5089
E04025,343151.1974,8118508.9372,470.5274
E04024,343155.8155,8118510.5800,470.6631
E04023,343158.1917,8118506.6470,470.6839
E04022,343161.2426,8118508.6287,470.8172
E04021,343158.1525,8118517.4465,470.6133
E04020,343024.5872,8118929.6471,467.0488
E04019,343021.3772,8118938.3210,466.1485
E04018,343018.3751,8118938.0475,467.5789
E04017,342876.5556,8118856.3209,465.2790
E04016,342857.4443,8118846.3786,465.0194
E04015,342838.8515,8118840.4011,464.9865
E04014,342824.9809,8118836.4083,464.7257
E04013,342809.9304,8118834.3102,464.8335
E04012,342804.6622,8118832.8169,464.7241
E04011,342802.0714,8118832.0715,464.2464
E04010,342802.4922,8118828.2323,464.1719
E04009,342819.2257,8118778.9105,464.3608
E04008,342816.3942,8118773.6542,464.4389
E04007,342811.4201,8118770.1660,464.3179
E04006,342802.7879,8118766.6056,463.8301
E04005,342777.1476,8118755.2442,463.1785
E04004,342737.4267,8118743.2016,462.2654
E04003,342705.3900,8118733.2987,461.6746
E04002,342703.2034,8118731.3152,461.5668
E04001,342704.4798,8118725.4155,460.7217
RTCM-Ref 3094,321578.6616,8117694.6177,582.5620
